"Month","y","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","x_18","x_19","x_20","x_21","x_22","x_23","x_24","x_25","x_26","x_27","x_28","x_29","x_30","x_31","x_32","x_33","x_34","x_35","x_36","x_37","x_38","x_39","x_40","x_41","x_42","x_43","x_44","x_45","x_46","x_47","x_48","x_49","x_50","x_51","x_52","x_53","x_54","x_55","x_56","x_57","x_58","x_59","x_60","x_61","x_62","x_63","x_64","x_65","x_66","x_67","x_68","x_69","x_70","x_71","x_72","x_73","x_74","x_75","x_76","x_77","x_78","x_79","x_80","x_81","x_82","x_83","x_84","x_85","x_86","x_87","x_88","x_89","x_90","x_91","x_92","x_93","x_94","x_95","x_96","x_97","x_98","x_99","x_100","x_101","x_102","x_103","x_104","x_105","x_106","x_107","x_108","x_109","x_110","x_111","x_112","x_113","x_114","x_115","x_116","x_117","x_118","x_119","x_120","x_121","x_122","x_123","x_124","x_125","x_126","x_127","x_128","x_129","x_130","x_131","x_132","x_133","x_134","x_135","x_1-3","x_1-2","x_1-1","x_2-3","x_2-2","x_2-1","x_3-3","x_3-2","x_3-1","x_4-3","x_4-2","x_4-1","x_5-3","x_5-2","x_5-1","x_6-3","x_6-2","x_6-1","x_7-3","x_7-2","x_7-1","x_8-3","x_8-2","x_8-1","x_9-3","x_9-2","x_9-1","x_10-3","x_10-2","x_10-1","x_11-3","x_11-2","x_11-1","x_12-3","x_12-2","x_12-1","x_13-3","x_13-2","x_13-1","x_14-3","x_14-2","x_14-1","x_15-3","x_15-2","x_15-1","x_16-3","x_16-2","x_16-1","x_17-3","x_17-2","x_17-1","x_18-3","x_18-2","x_18-1","x_19-3","x_19-2","x_19-1","x_20-3","x_20-2","x_20-1","x_21-3","x_21-2","x_21-1","x_22-3","x_22-2","x_22-1","x_23-3","x_23-2","x_23-1","x_24-3","x_24-2","x_24-1","x_25-3","x_25-2","x_25-1","x_26-3","x_26-2","x_26-1","x_27-3","x_27-2","x_27-1","x_28-3","x_28-2","x_28-1","x_29-3","x_29-2","x_29-1","x_30-3","x_30-2","x_30-1","x_31-3","x_31-2","x_31-1","x_32-3","x_32-2","x_32-1","x_33-3","x_33-2","x_33-1","x_34-3","x_34-2","x_34-1","x_35-3","x_35-2","x_35-1","x_36-3","x_36-2","x_36-1","x_37-3","x_37-2","x_37-1","x_38-3","x_38-2","x_38-1","x_39-3","x_39-2","x_39-1","x_40-3","x_40-2","x_40-1","x_41-3","x_41-2","x_41-1","x_42-3","x_42-2","x_42-1","x_43-3","x_43-2","x_43-1","x_44-3","x_44-2","x_44-1","x_45-3","x_45-2","x_45-1","x_46-3","x_46-2","x_46-1","x_47-3","x_47-2","x_47-1","x_48-3","x_48-2","x_48-1","x_49-3","x_49-2","x_49-1","x_50-3","x_50-2","x_50-1","x_51-3","x_51-2","x_51-1","x_52-3","x_52-2","x_52-1","x_53-3","x_53-2","x_53-1","x_54-3","x_54-2","x_54-1","x_55-3","x_55-2","x_55-1","x_56-3","x_56-2","x_56-1","x_57-3","x_57-2","x_57-1","x_58-3","x_58-2","x_58-1","x_59-3","x_59-2","x_59-1","x_60-3","x_60-2","x_60-1","x_61-3","x_61-2","x_61-1","x_62-3","x_62-2","x_62-1","x_63-3","x_63-2","x_63-1","x_64-3","x_64-2","x_64-1","x_65-3","x_65-2","x_65-1","x_66-3","x_66-2","x_66-1","x_67-3","x_67-2","x_67-1","x_68-3","x_68-2","x_68-1","x_69-3","x_69-2","x_69-1","x_70-3","x_70-2","x_70-1","x_71-3","x_71-2","x_71-1","x_72-3","x_72-2","x_72-1","x_73-3","x_73-2","x_73-1","x_74-3","x_74-2","x_74-1","x_75-3","x_75-2","x_75-1","x_76-3","x_76-2","x_76-1","x_77-3","x_77-2","x_77-1","x_78-3","x_78-2","x_78-1","x_79-3","x_79-2","x_79-1","x_80-3","x_80-2","x_80-1","x_81-3","x_81-2","x_81-1","x_82-3","x_82-2","x_82-1","x_83-3","x_83-2","x_83-1","x_84-3","x_84-2","x_84-1","x_85-3","x_85-2","x_85-1","x_86-3","x_86-2","x_86-1","x_87-3","x_87-2","x_87-1","x_88-3","x_88-2","x_88-1","x_89-3","x_89-2","x_89-1","x_90-3","x_90-2","x_90-1","x_91-3","x_91-2","x_91-1","x_92-3","x_92-2","x_92-1","x_93-3","x_93-2","x_93-1","x_94-3","x_94-2","x_94-1","x_95-3","x_95-2","x_95-1","x_96-3","x_96-2","x_96-1","x_97-3","x_97-2","x_97-1","x_98-3","x_98-2","x_98-1","x_99-3","x_99-2","x_99-1","x_100-3","x_100-2","x_100-1","x_101-3","x_101-2","x_101-1","x_102-3","x_102-2","x_102-1","x_103-3","x_103-2","x_103-1","x_104-3","x_104-2","x_104-1","x_105-3","x_105-2","x_105-1","x_106-3","x_106-2","x_106-1","x_107-3","x_107-2","x_107-1","x_108-3","x_108-2","x_108-1","x_109-3","x_109-2","x_109-1","x_110-3","x_110-2","x_110-1","x_111-3","x_111-2","x_111-1","x_112-3","x_112-2","x_112-1","x_113-3","x_113-2","x_113-1","x_114-3","x_114-2","x_114-1","x_115-3","x_115-2","x_115-1","x_116-3","x_116-2","x_116-1","x_117-3","x_117-2","x_117-1","x_118-3","x_118-2","x_118-1","x_119-3","x_119-2","x_119-1","x_120-3","x_120-2","x_120-1","x_121-3","x_121-2","x_121-1","x_122-3","x_122-2","x_122-1","x_123-3","x_123-2","x_123-1","x_124-3","x_124-2","x_124-1","x_125-3","x_125-2","x_125-1","x_126-3","x_126-2","x_126-1","x_127-3","x_127-2","x_127-1","x_128-3","x_128-2","x_128-1","x_129-3","x_129-2","x_129-1","x_130-3","x_130-2","x_130-1","x_131-3","x_131-2","x_131-1","x_132-3","x_132-2","x_132-1","x_133-3","x_133-2","x_133-1","x_134-3","x_134-2","x_134-1","x_135-3","x_135-2","x_135-1"
"1996-01-01",18185,5.6,6.3,NA,189167,154.4,154.7,88.4,155806,90.7,1402,99.3,88.3,1387,4060000,187068,13630,45.5,44.1,45.6,45.3,47.8,46.6,NA,40.3,41.5,50,48.3,6.1,342.9,NA,6.4,NA,156881,270284,38.2,44.8,40361,20865,47931,78.1,35156,39009,1022,13214,105986,38419,7171,10663,NA,NA,90.66318,0.8,4907,14.92,NA,125125,99804,23322,31013,40352,11020,34533,7127,1605,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268151,1.5,1467,90.7,6.4,6.9,72.3857,82.5,263041,286897,1.49,1.62,NA,NA,NA,183465,NA,NA,NA,NA,18.86,1.09,NA,NA,0.354,1.145,126.3,129.7,NA,141.5,5.65,NA,90.66317749,2.82,512.705,139.165,82.725,5.859,139.752,50275,63825,-13550,72.3857,990755,1.5,486.42,14.449,8.390697674,12.31069767,6446.8,7337.7,1152,1153.2703,8.5,5.56,6.81,7.47,66,1.3669,7.4806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-02-01",18651,5.5,6,NA,192269,154.9,155,98,150773,95.9,1317,91,96,1420,4010000,185642,13471,45.9,46.1,45.7,44.6,49.5,43.3,NA,38.8,43.5,51.3,48.1,6.1,347.6,NA,5.3,NA,154948,270362,39.1,46,40540,20571,49183,82.7,33609,40641,706,14013,99293,40336,4468,11034,NA,NA,75.83463,0,4943,14.83,NA,125639,100548,23589,31314,40579,10910,34604,7861,1730,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268364,1.7,1491,95.9,5.3,5.3,73.5162,83.4,290317,282115,1.52,1.48,NA,NA,NA,176562,NA,NA,NA,NA,19.09,1.089,NA,NA,0.39,1.145,126.2,129.7,NA,141.6,5.81,NA,75.83462524,1.89,475.293,125.879,80.958,5.836,133.999,51625,63519,-11894,73.5162,991286,1.5,485.6498,15.215,8.217031146,12.06703115,6510.8,7394.7,1163.7,1163.0938,8.25,5.22,6.99,7.63,64,1.3752,7.5183,NA,NA,5.6,NA,NA,6.3,NA,NA,NA,NA,NA,189167,NA,NA,154.4,NA,NA,154.7,NA,NA,88.4,NA,NA,155806,NA,NA,90.7,NA,NA,1402,NA,NA,99.3,NA,NA,88.3,NA,NA,1387,NA,NA,4060000,NA,NA,187068,NA,NA,13630,NA,NA,45.5,NA,NA,44.1,NA,NA,45.6,NA,NA,45.3,NA,NA,47.8,NA,NA,46.6,NA,NA,NA,NA,NA,40.3,NA,NA,41.5,NA,NA,50,NA,NA,48.3,NA,NA,6.1,NA,NA,342.9,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,156881,NA,NA,270284,NA,NA,38.2,NA,NA,44.8,NA,NA,40361,NA,NA,20865,NA,NA,47931,NA,NA,78.1,NA,NA,35156,NA,NA,39009,NA,NA,1022,NA,NA,13214,NA,NA,105986,NA,NA,38419,NA,NA,7171,NA,NA,10663,NA,NA,NA,NA,NA,NA,NA,NA,90.66318,NA,NA,0.8,NA,NA,4907,NA,NA,14.92,NA,NA,NA,NA,NA,125125,NA,NA,99804,NA,NA,23322,NA,NA,31013,NA,NA,40352,NA,NA,11020,NA,NA,34533,NA,NA,7127,NA,NA,1605,NA,NA,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268151,NA,NA,1.5,NA,NA,1467,NA,NA,90.7,NA,NA,6.4,NA,NA,6.9,NA,NA,72.3857,NA,NA,82.5,NA,NA,263041,NA,NA,286897,NA,NA,1.49,NA,NA,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.86,NA,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,0.354,NA,NA,1.145,NA,NA,126.3,NA,NA,129.7,NA,NA,NA,NA,NA,141.5,NA,NA,5.65,NA,NA,NA,NA,NA,90.66317749,NA,NA,2.82,NA,NA,512.705,NA,NA,139.165,NA,NA,82.725,NA,NA,5.859,NA,NA,139.752,NA,NA,50275,NA,NA,63825,NA,NA,-13550,NA,NA,72.3857,NA,NA,990755,NA,NA,1.5,NA,NA,486.42,NA,NA,14.449,NA,NA,8.390697674,NA,NA,12.31069767,NA,NA,6446.8,NA,NA,7337.7,NA,NA,1152,NA,NA,1153.2703,NA,NA,8.5,NA,NA,5.56,NA,NA,6.81,NA,NA,7.47,NA,NA,66,NA,NA,1.3669,NA,NA,7.4806
"1996-03-01",17860,5.5,5.8,NA,193993,155.7,155.5,98.4,164976,116,1369,103.1,120.4,1437,4200000,184419,14075,46.9,49.1,47.3,44.4,49.6,40,NA,39.9,40,50.8,47.5,6,342.3,NA,6.2,NA,160676,270703,38.8,46.3,39483,21836,49780,80.6,37243,40852,1162,17643,91676,39885,5483,10611,NA,NA,72.65244,0.14,5066,14.83,NA,125862,101058,23934,31341,40895,11238,34817,7905,1751,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268595,1.98,1424,116,6.2,5.2,73.4143,83,306595,294562,1.45,1.39,NA,NA,NA,204172,NA,NA,NA,NA,21.33,1.137,NA,NA,0.369,1.183,126.4,130.5,NA,141.6,6.27,NA,72.6524353,2.24,476.247,119.239,88.81,7.573,144.157,50901,63806,-12905,73.4143,989178,1.46,487.8559,15.679,8.343915344,12.19391534,6553.8,7419.2,1176.4,1171.6843,8.25,5.31,7.35,8.03,68,1.3656,7.5682,NA,5.6,5.5,NA,6.3,6,NA,NA,NA,NA,189167,192269,NA,154.4,154.9,NA,154.7,155,NA,88.4,98,NA,155806,150773,NA,90.7,95.9,NA,1402,1317,NA,99.3,91,NA,88.3,96,NA,1387,1420,NA,4060000,4010000,NA,187068,185642,NA,13630,13471,NA,45.5,45.9,NA,44.1,46.1,NA,45.6,45.7,NA,45.3,44.6,NA,47.8,49.5,NA,46.6,43.3,NA,NA,NA,NA,40.3,38.8,NA,41.5,43.5,NA,50,51.3,NA,48.3,48.1,NA,6.1,6.1,NA,342.9,347.6,NA,NA,NA,NA,6.4,5.3,NA,NA,NA,NA,156881,154948,NA,270284,270362,NA,38.2,39.1,NA,44.8,46,NA,40361,40540,NA,20865,20571,NA,47931,49183,NA,78.1,82.7,NA,35156,33609,NA,39009,40641,NA,1022,706,NA,13214,14013,NA,105986,99293,NA,38419,40336,NA,7171,4468,NA,10663,11034,NA,NA,NA,NA,NA,NA,NA,90.66318,75.83463,NA,0.8,0,NA,4907,4943,NA,14.92,14.83,NA,NA,NA,NA,125125,125639,NA,99804,100548,NA,23322,23589,NA,31013,31314,NA,40352,40579,NA,11020,10910,NA,34533,34604,NA,7127,7861,NA,1605,1730,NA,16.1,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268151,268364,NA,1.5,1.7,NA,1467,1491,NA,90.7,95.9,NA,6.4,5.3,NA,6.9,5.3,NA,72.3857,73.5162,NA,82.5,83.4,NA,263041,290317,NA,286897,282115,NA,1.49,1.52,NA,1.62,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183465,176562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.86,19.09,NA,1.09,1.089,NA,NA,NA,NA,NA,NA,NA,0.354,0.39,NA,1.145,1.145,NA,126.3,126.2,NA,129.7,129.7,NA,NA,NA,NA,141.5,141.6,NA,5.65,5.81,NA,NA,NA,NA,90.66317749,75.83462524,NA,2.82,1.89,NA,512.705,475.293,NA,139.165,125.879,NA,82.725,80.958,NA,5.859,5.836,NA,139.752,133.999,NA,50275,51625,NA,63825,63519,NA,-13550,-11894,NA,72.3857,73.5162,NA,990755,991286,NA,1.5,1.5,NA,486.42,485.6498,NA,14.449,15.215,NA,8.390697674,8.217031146,NA,12.31069767,12.06703115,NA,6446.8,6510.8,NA,7337.7,7394.7,NA,1152,1163.7,NA,1153.2703,1163.0938,NA,8.5,8.25,NA,5.56,5.22,NA,6.81,6.99,NA,7.47,7.63,NA,66,64,NA,1.3669,1.3752,NA,7.4806,7.5183
"1996-04-01",17545,5.6,5.4,NA,194712,156.3,156.1,104.8,156830,146.6,1327,101.9,140.1,1463,4340000,189505,15448,49.3,52.3,51.6,44.7,49.4,43.9,NA,41.5,44,51.4,47.5,5,288.4,NA,6,NA,161875,270093,39.1,46.1,42586,20661,48102,87.3,33820,40622,970,12008,82912,38349,4544,9851,NA,NA,69.19065,0.02,5322,14.88,NA,125994,101665,23723,31079,40970,11418,35237,7500,1690,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268853,1.99,1516,146.6,6,5.2,74.0513,83.3,294667,295365,1.45,1.46,NA,NA,NA,205253,NA,NA,NA,NA,23.5,1.231,NA,NA,0.356,1.275,127.4,130.9,NA,141.6,6.51,NA,69.19065094,2.56,429.791,98.948,86.959,6.365,141.497,51351,64459,-13108,74.0513,992104,1.46,491.7546,15.112,8.432674572,12.35267457,6592.1,7376.6,1182.8,1180.9031,8.25,5.22,7.5,8.19,69,1.3592,7.4694,5.6,5.5,5.5,6.3,6,5.8,NA,NA,NA,189167,192269,193993,154.4,154.9,155.7,154.7,155,155.5,88.4,98,98.4,155806,150773,164976,90.7,95.9,116,1402,1317,1369,99.3,91,103.1,88.3,96,120.4,1387,1420,1437,4060000,4010000,4200000,187068,185642,184419,13630,13471,14075,45.5,45.9,46.9,44.1,46.1,49.1,45.6,45.7,47.3,45.3,44.6,44.4,47.8,49.5,49.6,46.6,43.3,40,NA,NA,NA,40.3,38.8,39.9,41.5,43.5,40,50,51.3,50.8,48.3,48.1,47.5,6.1,6.1,6,342.9,347.6,342.3,NA,NA,NA,6.4,5.3,6.2,NA,NA,NA,156881,154948,160676,270284,270362,270703,38.2,39.1,38.8,44.8,46,46.3,40361,40540,39483,20865,20571,21836,47931,49183,49780,78.1,82.7,80.6,35156,33609,37243,39009,40641,40852,1022,706,1162,13214,14013,17643,105986,99293,91676,38419,40336,39885,7171,4468,5483,10663,11034,10611,NA,NA,NA,NA,NA,NA,90.66318,75.83463,72.65244,0.8,0,0.14,4907,4943,5066,14.92,14.83,14.83,NA,NA,NA,125125,125639,125862,99804,100548,101058,23322,23589,23934,31013,31314,31341,40352,40579,40895,11020,10910,11238,34533,34604,34817,7127,7861,7905,1605,1730,1751,16.1,16.4,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268151,268364,268595,1.5,1.7,1.98,1467,1491,1424,90.7,95.9,116,6.4,5.3,6.2,6.9,5.3,5.2,72.3857,73.5162,73.4143,82.5,83.4,83,263041,290317,306595,286897,282115,294562,1.49,1.52,1.45,1.62,1.48,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,183465,176562,204172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.86,19.09,21.33,1.09,1.089,1.137,NA,NA,NA,NA,NA,NA,0.354,0.39,0.369,1.145,1.145,1.183,126.3,126.2,126.4,129.7,129.7,130.5,NA,NA,NA,141.5,141.6,141.6,5.65,5.81,6.27,NA,NA,NA,90.66317749,75.83462524,72.6524353,2.82,1.89,2.24,512.705,475.293,476.247,139.165,125.879,119.239,82.725,80.958,88.81,5.859,5.836,7.573,139.752,133.999,144.157,50275,51625,50901,63825,63519,63806,-13550,-11894,-12905,72.3857,73.5162,73.4143,990755,991286,989178,1.5,1.5,1.46,486.42,485.6498,487.8559,14.449,15.215,15.679,8.390697674,8.217031146,8.343915344,12.31069767,12.06703115,12.19391534,6446.8,6510.8,6553.8,7337.7,7394.7,7419.2,1152,1163.7,1176.4,1153.2703,1163.0938,1171.6843,8.5,8.25,8.25,5.56,5.22,5.31,6.81,6.99,7.35,7.47,7.63,8.03,66,64,68,1.3669,1.3752,1.3656,7.4806,7.5183,7.5682
"1996-05-01",17726,5.6,5.4,NA,196210,156.6,156.4,103.5,164502,143.9,1423,114.6,140.5,1457,4310000,187923,15886,49.1,51.7,53,44.7,49.9,39.2,NA,50.2,48.5,57.2,48.5,6.1,354.9,NA,5.9,NA,165577,270316,38.5,46,44170,21318,50505,83.3,28348,41579,1106,11683,77195,38648,3370,11196,NA,NA,69.42779,0,5561,14.94,NA,126244,103290,23101,31364,41274,11533,35433,7846,1709,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269108,1.76,1504,143.9,5.9,5.2,74.5812,83.6,303878,299775,1.42,1.41,NA,NA,NA,218676,NA,NA,NA,NA,21.17,1.279,NA,NA,0.348,1.273,128.1,130.9,NA,142,6.74,NA,69.42778778,3.32,433.09,87.477,92.213,5.813,148.127,52012,66464,-14452,74.5812,993754,1.45,489.8787,15.624,8.427087442,12.34708744,6633.1,7470.9,1197.1,1191.1137,8.25,5.24,7.62,8.3,68,1.3693,7.4368,5.5,5.5,5.6,6,5.8,5.4,NA,NA,NA,192269,193993,194712,154.9,155.7,156.3,155,155.5,156.1,98,98.4,104.8,150773,164976,156830,95.9,116,146.6,1317,1369,1327,91,103.1,101.9,96,120.4,140.1,1420,1437,1463,4010000,4200000,4340000,185642,184419,189505,13471,14075,15448,45.9,46.9,49.3,46.1,49.1,52.3,45.7,47.3,51.6,44.6,44.4,44.7,49.5,49.6,49.4,43.3,40,43.9,NA,NA,NA,38.8,39.9,41.5,43.5,40,44,51.3,50.8,51.4,48.1,47.5,47.5,6.1,6,5,347.6,342.3,288.4,NA,NA,NA,5.3,6.2,6,NA,NA,NA,154948,160676,161875,270362,270703,270093,39.1,38.8,39.1,46,46.3,46.1,40540,39483,42586,20571,21836,20661,49183,49780,48102,82.7,80.6,87.3,33609,37243,33820,40641,40852,40622,706,1162,970,14013,17643,12008,99293,91676,82912,40336,39885,38349,4468,5483,4544,11034,10611,9851,NA,NA,NA,NA,NA,NA,75.83463,72.65244,69.19065,0,0.14,0.02,4943,5066,5322,14.83,14.83,14.88,NA,NA,NA,125639,125862,125994,100548,101058,101665,23589,23934,23723,31314,31341,31079,40579,40895,40970,10910,11238,11418,34604,34817,35237,7861,7905,7500,1730,1751,1690,16.4,17.3,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268364,268595,268853,1.7,1.98,1.99,1491,1424,1516,95.9,116,146.6,5.3,6.2,6,5.3,5.2,5.2,73.5162,73.4143,74.0513,83.4,83,83.3,290317,306595,294667,282115,294562,295365,1.52,1.45,1.45,1.48,1.39,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,176562,204172,205253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.09,21.33,23.5,1.089,1.137,1.231,NA,NA,NA,NA,NA,NA,0.39,0.369,0.356,1.145,1.183,1.275,126.2,126.4,127.4,129.7,130.5,130.9,NA,NA,NA,141.6,141.6,141.6,5.81,6.27,6.51,NA,NA,NA,75.83462524,72.6524353,69.19065094,1.89,2.24,2.56,475.293,476.247,429.791,125.879,119.239,98.948,80.958,88.81,86.959,5.836,7.573,6.365,133.999,144.157,141.497,51625,50901,51351,63519,63806,64459,-11894,-12905,-13108,73.5162,73.4143,74.0513,991286,989178,992104,1.5,1.46,1.46,485.6498,487.8559,491.7546,15.215,15.679,15.112,8.217031146,8.343915344,8.432674572,12.06703115,12.19391534,12.35267457,6510.8,6553.8,6592.1,7394.7,7419.2,7376.6,1163.7,1176.4,1182.8,1163.0938,1171.6843,1180.9031,8.25,8.25,8.25,5.22,5.31,5.22,6.99,7.35,7.5,7.63,8.03,8.19,64,68,69,1.3752,1.3656,1.3592,7.5183,7.5682,7.4694
